Año,Ranking,País,Valor FOB (USD),Valor Neto
2023,90,ESLOVENIA,610.64,270.93
2023,91,"IRAN, REPUBLICA ISLAMICA DEL",595.38,11.35
2023,92,CHIPRE,555.84,308.10
2023,93,GAMBIA,530.13,310.83
2023,94,QATAR,516.76,200.34
2023,95,ANTIGUA Y BARBUDA,504.88,473.35
2023,96,MALDIVAS,490.43,7.41
2023,97,CABO VERDE,487.27,266.56
2023,98,ALBANIA,485.48,201.01
2023,99,MAURICIO,442.77,304.90
2023,100,KAZAJSTAN,437.75,5.64
2023,101,LETONIA,417.50,214.67
2023,102,BARBADOS,401.69,60.19
2023,103,SENEGAL,372.09,101.24
2023,104,MALTA,360.27,225.49
2023,105,UCRANIA,355.49,7.93
2023,106,GHANA,335.83,186.47
2023,107,ISLANDIA,317.00,82.01
2023,108,NIGERIA,315.14,527.08
2023,109,OMAN,295.58,108.67
2023,110,GUAYANA FRANCESA,269.86,148.90
2023,111,GEORGIA,243.12,64.04
2023,112,COSTA DE MARFIL,219.60,97.42
2023,113,AUSTRIA,211.36,18.03
2023,114,CROACIA,203.58,74.00
2023,115,PHILIPSBURG,186.35,179.75
2023,116,CAMBOYA,126.64,282.77
2023,117,NUEVA CALEDONIA,119.42,57.14
2023,118,SERVIA,118.83,19.21
2023,119,REUNION,106.39,63.73
2023,120,"REPÚBLICA DEMOCRÁTICA DEL CONGO
",94.16,54.69
2023,121,MONTENEGRO,86.47,48.00
2023,122,HUNGRIA,75.11,23.85
2023,123,GRANADA,72.43,41.69
2023,124,SURINAM,71.79,60.94
2023,125,BERMUDAS,68.15,38.38
2023,126,POLINESIA FRANCESA,58.03,22.96
2023,127,BELICE,41.38,6.31
2023,128,SANTO TOME Y PRINCIPE,39.15,18.70
2023,129,"TANZANIA, REPUBLICA UNIDA DE",31.39,18.23
2023,130,SIERRA LEONA,31.16,18.23
2023,131,MAURITANIA,29.02,22.14
2023,132,UZBEKISTAN,23.88,20.00
2023,133,BRUNEI DARUSSALAM,19.44,14.59
2023,134,"VIRGENES, ISLAS (BRITANICAS)",18.12,5.47
2023,135,ESLOVAQUIA,17.77,0.86
2023,136,BELARUS,14.50,0.90
2023,137,"CAMERUN,REPUBLICA UNIDA DEL",13.94,0.96
2023,138,TUNICIA,7.08,4.45
2023,139,SRI LANKA,7.02,1.02
2023,140,UGANDA,6.77,0.05
2023,141,KIRGUIZISTAN,4.70,0.36
2023,142,"COOK, ISLAS",2.30,28.80
2023,143,ZAMBIA,1.10,0.10
2023,144,KENIA,0.92,0.06
2023,145,MOLDAVIA,0.00,0.00
2021,1,ESTADOS UNIDOS,"2,942,411.36","1,317,776.58"
2021,2,HOLANDA,"1,470,210.62","778,944.16"
2021,3,ESPAÑA,"508,632.07","273,667.48"
2021,4,INGLATERRA,"400,814.19","172,715.47"
2021,5,CHILE,"357,250.11","321,491.71"
2021,6,ALEMANIA,"299,143.72","91,289.18"
2021,7,ECUADOR,"298,410.77","347,678.87"
2021,8,CHINA,"275,573.66","161,584.97"
2021,9,HONG KONG,"275,482.83","78,840.32"
2021,10,CANADA,"203,092.62","89,889.69"
2021,11,"COREA (SUR), REPUBLICA DE","201,675.29","74,839.84"
2021,12,MEXICO,"192,827.74","90,517.78"
2021,13,COLOMBIA,"185,943.79","171,219.20"
2021,14,BELGICA,"175,591.87","71,968.15"
2021,15,FRANCIA,"135,008.10","44,383.38"
2021,16,JAPON,"106,275.38","41,396.91"
2021,17,RUSIA,"103,715.04","58,875.55"
2021,18,ITALIA,"101,970.54","43,177.67"
2021,19,BRASIL,"66,338.43","35,136.68"
2021,20,PANAMA,"63,586.66","65,742.61"
2021,21,BOLIVIA,"63,456.82","57,889.44"
2021,22,REPUBLICA DOMINICANA,"62,871.32","49,318.96"
2021,23,HAITI,"51,314.14","43,981.89"
2021,24,SUECIA,"48,802.31","12,970.19"
2021,25,INDONESIA,"40,374.01","15,905.60"
2021,26,ARGENTINA,"36,109.95","14,110.46"
2021,27,AUSTRALIA,"28,735.65","8,604.58"
2021,28,GUATEMALA,"22,970.73","11,366.28"
2021,29,TAIWAN (FORMOSA),"22,781.28","6,572.97"
2021,30,POLONIA,"21,133.97","10,775.34"
2021,31,COSTA RICA,"19,954.20","9,927.38"
2021,32,PUERTO RICO,"17,480.71","11,002.63"
2021,33,MALAYSIA,"16,444.12","6,295.86"
2021,34,PORTUGAL,"16,103.70","8,553.58"
2021,35,DINAMARCA,"15,851.54","7,348.41"
2021,36,HONDURAS,"14,300.58","9,532.22"
2021,37,TAILANDIA,"14,068.46","4,403.20"
2021,38,NUEVA ZELANDA,"12,273.22","4,643.23"
2021,39,VIET NAM,"11,950.67","15,067.53"
2021,40,EL SALVADOR,"11,471.93","5,586.71"
2021,41,IRLANDA (EIRE),"11,257.39","6,628.49"
2021,42,MARRUECOS,"10,138.62","8,590.57"
2021,43,ISRAEL,"8,883.00","3,723.46"
2021,44,ARABIA SAUDITA,"8,685.71","4,263.12"
2021,45,URUGUAY,"8,588.24","4,737.42"
2021,46,NICARAGUA,"8,258.06","6,955.71"
2021,47,EMIRATOS ARABES UNIDOS,"8,033.80","4,254.25"
2021,48,NORUEGA,"7,215.29","2,631.65"
2021,49,JORDANIA,"6,559.77","1,606.48"
2021,50,TURQUIA,"6,548.83","2,061.81"
2021,51,VENEZUELA,"6,070.48","3,081.64"
2021,52,GRECIA,"5,877.04","2,105.86"
2021,53,FINLANDIA,"4,727.23","3,348.27"
2021,54,INDIA,"4,253.52","1,072.39"
2021,55,ZONAS FRANCAS DEL PERU,"4,244.03","2,833.51"
2021,56,EGIPTO,"3,822.11","1,115.09"
2021,57,SINGAPUR,"3,401.52","1,071.50"
2021,58,SUIZA,"3,345.19","1,023.53"
2021,59,GUADALUPE,"3,191.14","2,178.71"
2021,60,TRINIDAD Y TOBAGO,"3,098.72","1,882.21"
2021,61,BAHAMAS,"3,026.94","2,516.91"
2021,62,REPUBLICA CHECA,"2,567.35",555.93
2021,63,UCRANIA,"2,535.91",848.12
2021,64,LITUANIA,"2,297.98","1,266.48"
2021,65,ESTONIA,"2,278.51",789.41
2021,66,JAMAICA,"2,196.82","1,247.94"
2021,67,GUYANA,"1,931.71","1,228.83"
2021,68,ARGELIA,"1,832.11",742.17
2021,69,SANTA LUCIA,"1,695.94","1,302.87"
2021,70,LIBERIA,"1,567.63","1,142.32"
2021,71,FILIPINAS,"1,487.61",303.54
2021,72,"SUDAFRICA, REPUBLICA DE","1,468.89",477.93
2021,73,PARAGUAY,"1,371.42",955.00
2021,74,CURACAO,"1,338.76","1,114.04"
2021,75,RUMANIA,"1,227.40",558.10
2021,76,MARTINICA,"1,191.99",900.15
2021,77,ARUBA,"1,134.48","1,219.16"
2021,78,KUWAIT,"1,125.84",510.50
2021,79,LIBANO,983.44,542.78
2021,80,CUBA,952.73,"1,030.51"
2021,81,CROACIA,898.02,400.14
2021,82,GAMBIA,811.24,667.80
2021,83,BULGARIA,790.65,343.39
2021,84,SIERRA LEONA,787.71,601.57
2021,85,SAN CRISTOBAL Y NIEVES,680.05,498.61
2021,86,CHIPRE,644.36,352.91
2021,87,GUINEA,627.98,492.19
2021,88,LIBIA,611.55,332.85
2021,89,BAHREIN,551.26,297.55
2021,90,ESLOVENIA,547.63,95.61
2021,91,ANTIGUA Y BARBUDA,490.13,490.11
2021,92,GUAYANA FRANCESA,467.27,334.10
2021,93,LETONIA,432.19,209.13
2021,94,OMAN,425.76,255.97
2021,95,GHANA,413.84,289.84
2021,96,SURINAM,410.59,244.39
2021,97,SAN VICENTE Y LAS GRANADINAS,394.00,319.47
2021,98,HUNGRIA,360.92,33.96
2021,99,ALBANIA,345.37,187.27
2021,100,PHILIPSBURG,341.67,331.29
2021,101,PAKISTAN,314.91,182.31
2021,102,CABO VERDE,306.84,228.34
2021,103,CAMBOYA,292.78,383.76
2021,104,"IRAN, REPUBLICA ISLAMICA DEL",279.69,8.09
2021,105,SENEGAL,273.41,182.09
2021,106,REUNION,272.44,184.74
2021,107,QATAR,236.75,97.32
2021,108,MALTA,231.24,127.21
2021,109,IRAK,209.48,252.36
2021,110,NIGERIA,197.36,470.98
2021,111,ANGOLA,186.30,54.00
2021,112,BANGLADESH,184.50,80.13
2021,113,BARBADOS,181.13,90.64
2021,114,GRANADA,150.10,105.12
2021,115,ISLANDIA,130.85,51.64
2021,116,AUSTRIA,115.73,14.92
2021,117,KIRIBATI,110.74,35.88
2021,118,COSTA DE MARFIL,95.76,56.09
2021,119,GEORGIA,78.13,1.43
2021,120,BELARUS,70.75,2.00
2021,121,MAURICIO,57.98,30.50
2021,122,AGUAS INTERNACIONALES,53.11,9.64
2021,123,SERVIA,49.25,1.20
2021,124,POLINESIA FRANCESA,44.52,34.03
2021,125,KENIA,42.90,20.16
2021,126,TUNICIA,38.26,20.00
2021,127,NUEVA CALEDONIA,34.63,24.79
2021,128,MONTENEGRO,34.10,22.00
2021,129,DOMINICA,26.40,19.19
2021,130,TOGO,24.96,50.99
2021,131,MALDIVAS,21.84,3.74
2021,132,BELICE,14.57,1.71
2021,133,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",11.41,2.50
2021,134,ESLOVAQUIA,10.56,0.61
2021,135,LUXEMBURGO,8.13,0.64
2021,136,AFGANISTAN,6.00,1.50
2021,137,NAMIBIA,4.00,0.02
2021,138,"CAIMAN,ISLAS",2.46,0.53
2021,139,"TANZANIA, REPUBLICA UNIDA DE",1.05,0.10
2021,140,Caribe Neerlandés,0.74,0.08
2021,141,MYANMAR,0.22,0.05
2024,1,ESTADOS UNIDOS,"4,440,724.06","1,464,356.33"
2024,2,HOLANDA,"1,898,461.27","712,105.42"
2024,3,ESPAÑA,"814,302.61","329,357.34"
2024,4,INGLATERRA,"476,961.05","153,177.69"
2024,5,CHILE,"451,210.00","320,738.13"
2024,6,MEXICO,"445,104.83","172,846.39"
2024,7,ECUADOR,"395,329.44","397,375.86"
2024,8,ALEMANIA,"329,193.45","74,015.66"
2024,9,CHINA,"309,533.45","127,542.96"
2024,10,CANADA,"308,897.93","100,307.31"
2024,11,COLOMBIA,"281,004.98","211,555.68"
2024,12,BELGICA,"276,386.04","70,736.41"
2024,13,HONG KONG,"269,751.25","52,348.60"
2024,14,ITALIA,"170,430.48","54,464.13"
2024,15,MALAYSIA,"161,490.69","23,209.96"
2024,16,"COREA (SUR), REPUBLICA DE","153,486.43","51,591.39"
2024,17,INDONESIA,"150,184.70","21,366.59"
2024,18,JAPON,"131,521.77","43,338.72"
2024,19,BRASIL,"118,698.95","50,547.37"
2024,20,FRANCIA,"112,506.49","38,090.10"
2024,21,REPUBLICA DOMINICANA,"98,530.03","66,421.26"
2024,22,PANAMA,"69,947.68","47,391.06"
2024,23,RUSIA,"67,908.77","29,707.36"
2024,24,BOLIVIA,"61,828.60","34,877.11"
2024,25,GUATEMALA,"56,822.58","23,859.86"
2024,26,SUECIA,"51,727.04","13,348.40"
2024,27,TAIWAN (FORMOSA),"50,976.57","10,864.24"
2024,28,HAITI,"49,228.43","35,265.37"
2024,29,COSTA RICA,"45,647.51","21,956.77"
2024,30,ARGENTINA,"40,873.29","10,152.78"
2024,31,AUSTRALIA,"37,014.40","8,360.76"
2024,32,INDIA,"27,861.60","6,757.79"
2024,33,ESTONIA,"26,113.48","3,319.23"
2024,34,PUERTO RICO,"25,861.48","12,955.17"
2024,35,IRLANDA (EIRE),"25,522.51","3,541.82"
2024,36,HONDURAS,"24,784.54","12,743.98"
2024,37,TURQUIA,"22,478.38","4,785.67"
2024,38,VIET NAM,"21,982.52","26,532.17"
2024,39,DINAMARCA,"20,084.56","9,949.30"
2024,40,VENEZUELA,"19,081.98","5,975.44"
2024,41,TAILANDIA,"19,055.63","3,796.64"
2024,42,EL SALVADOR,"15,253.28","6,620.93"
2024,43,ISRAEL,"15,055.99","3,555.25"
2024,44,NUEVA ZELANDA,"14,171.58","3,700.59"
2024,45,GRECIA,"13,791.13","8,792.55"
2024,46,POLONIA,"13,385.90","4,885.26"
2024,47,URUGUAY,"13,087.92","2,698.52"
2024,48,PORTUGAL,"12,760.46","4,923.21"
2024,49,ARABIA SAUDITA,"12,289.95","3,350.38"
2024,50,EMIRATOS ARABES UNIDOS,"11,932.72","3,470.49"
2024,51,NICARAGUA,"10,071.23","6,153.66"
2024,52,SINGAPUR,"8,997.96","1,466.19"
2024,53,NORUEGA,"8,269.86","2,681.63"
2024,54,GUADALUPE,"5,357.11","3,427.05"
2024,55,BAHAMAS,"4,756.63","3,486.97"
2024,56,CUBA,"4,752.83","1,668.67"
2024,57,BULGARIA,"4,739.05",811.87
2024,58,EGIPTO,"4,712.12",466.95
2024,59,ARGELIA,"3,967.53",984.25
2024,60,TRINIDAD Y TOBAGO,"3,867.86","1,794.73"
2024,61,SUIZA,"3,673.36",967.89
2024,62,LITUANIA,"2,947.60",839.71
2024,63,"SUDAFRICA, REPUBLICA DE","2,627.69","1,016.80"
2024,64,FINLANDIA,"2,623.15","2,849.31"
2024,65,ZONAS FRANCAS DEL PERU,"2,433.23","1,333.91"
2024,66,LIBANO,"2,425.33",955.43
2024,67,JAMAICA,"2,295.56","1,091.87"
2024,68,MARTINICA,"2,284.27","1,553.37"
2024,69,GUYANA,"2,279.19","1,187.95"
2024,70,REPUBLICA CHECA,"2,271.66","1,181.72"
2024,71,MARRUECOS,"2,252.09","1,441.87"
2024,72,SANTA LUCIA,"2,139.10","1,272.52"
2024,73,LIBERIA,"2,085.14","1,273.04"
2024,74,ARUBA,"1,911.97","2,182.92"
2024,75,PARAGUAY,"1,528.45",828.85
2024,76,CURACAO,"1,381.70","1,070.07"
2024,77,JORDANIA,"1,364.03",294.86
2024,78,RUMANIA,"1,205.05",87.59
2024,79,FILIPINAS,883.60,271.75
2024,80,ESLOVENIA,828.16,318.26
2024,81,KUWAIT,808.88,281.15
2024,82,GUAYANA FRANCESA,764.75,459.29
2024,83,AGUAS INTERNACIONALES,746.30,355.09
2024,84,SAN CRISTOBAL Y NIEVES,699.17,383.75
2024,85,ALBANIA,696.48,343.65
2024,86,PAKISTAN,645.15,325.06
2024,87,"IRAN, REPUBLICA ISLAMICA DEL",629.37,8.70
2024,88,CABO VERDE,625.38,377.41
2024,89,GEORGIA,609.32,135.87
2024,90,BANGLADESH,566.04,130.50
2024,91,SAN VICENTE Y LAS GRANADINAS,558.24,339.84
2024,92,ANTIGUA Y BARBUDA,548.19,509.50
2024,93,GAMBIA,543.78,349.37
2024,94,CHIPRE,541.72,218.41
2024,95,BAHREIN,514.64,232.12
2024,96,IRAK,453.58,205.60
2024,97,CAMBOYA,424.83,398.69
2024,98,GUINEA,412.05,270.22
2024,99,LETONIA,408.12,100.58
2024,100,BELARUS,349.45,49.00
2024,101,SENEGAL,312.98,179.27
2024,102,CROACIA,308.00,75.51
2024,103,AUSTRIA,299.96,21.53
2024,104,QATAR,299.55,66.68
2024,105,MAURICIO,261.07,204.79
2024,106,LIBIA,245.73,125.00
2024,107,MONTENEGRO,242.14,117.33
2024,108,UCRANIA,233.16,70.64
2024,109,HUNGRIA,203.23,2.85
2024,110,MAURITANIA,201.16,166.35
2024,111,MALTA,188.52,96.00
2024,112,NIGERIA,160.29,442.77
2024,113,PHILIPSBURG,134.51,148.37
2024,114,OMAN,134.28,20.01
2024,115,TOGO,132.42,218.98
2024,116,GUINEA-BISSAU,125.86,102.94
2024,117,"REPÚBLICA DEMOCRÁTICA DEL CONGO
",114.49,72.92
2024,118,SERVIA,105.31,3.17
2024,119,GHANA,101.90,42.10
2024,120,SURINAM,100.16,43.52
2024,121,COSTA DE MARFIL,97.22,39.37
2024,122,BARBADOS,94.11,29.00
2024,123,BELICE,74.62,10.21
2024,124,"CAMERUN,REPUBLICA UNIDA DEL",69.67,19.05
2024,125,POLINESIA FRANCESA,63.81,9.00
2024,126,TUNICIA,56.86,19.12
2024,127,REUNION,54.85,39.57
2024,128,NUEVA CALEDONIA,49.02,18.70
2024,129,KAZAJSTAN,42.49,1.79
2024,130,ETIOPIA,41.12,0.30
2024,131,LUXEMBURGO,40.94,27.47
2024,132,BERMUDAS,36.21,19.19
2024,133,GRANADA,35.98,21.04
2024,134,MOLDAVIA,32.71,20.00
2024,135,ANGOLA,30.84,17.72
2024,136,ESLOVAQUIA,21.66,0.95
2024,137,BRUNEI DARUSSALAM,18.77,10.94
2024,138,KENIA,13.55,3.56
2024,139,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",9.63,1.58
2024,140,"TANZANIA, REPUBLICA UNIDA DE",8.58,1.61
2024,141,"CAIMAN,ISLAS",6.73,1.11
2024,142,NEPAL,6.34,0.50
2024,143,MALDIVAS,2.50,0.38
2024,144,UGANDA,2.08,0.05
2024,145,ZAMBIA,0.06,0.01
